product_id,mse_id,state,district,category_l1,category_l2,product_name,description,price,quantity,is_handmade
PROD00156,MSE03054,Gujarat,Rajkot,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Rajkot Enterprise 3054 in Rajkot.,84.38,500 gram,1
PROD00157,MSE04405,Madhya Pradesh,Indore,Electronics,Mobile & Accessories,Power Adapter,Power Adapter by Indore Enterprise 4405 in Indore.,6908.19,2 piece,0
PROD00158,MSE04099,Karnataka,Mysuru,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Mysuru Enterprise 4099 in Mysuru.,380.35,2 piece,1
PROD00159,MSE02374,West Bengal,Asansol,Agriculture,Seeds,Organic Fertilizer,Organic Fertilizer by Asansol Enterprise 2374 in Asansol.,344.75,250 ml,0
PROD00160,MSE04351,Haryana,Hisar,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Hisar Enterprise 4351 in Hisar.,2215.61,500 gram,0
PROD00161,MSE00269,Tamil Nadu,Madurai,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Madurai Enterprise 269 in Madurai.,1393.61,500 gram,0
PROD00162,MSE01308,Karnataka,Hubballi,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Hubballi Enterprise 1308 in Hubballi.,4446.4,500 gram,1
PROD00163,MSE00821,Gujarat,Rajkot,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Rajkot Enterprise 821 in Rajkot.,591.11,200 gram,0
PROD00164,MSE04582,Karnataka,Hubballi,Food & Beverage,Packaged Foods,Papad,Papad by Hubballi Enterprise 4582 in Hubballi.,313.89,2 piece,1
PROD00165,MSE03922,Kerala,Thiruvananthapuram,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Thiruvananthapuram Enterprise 3922 in Thiruvananthapuram.,1216.5,1 kg,1
PROD00166,MSE01759,Uttar Pradesh,Agra,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Agra Enterprise 1759 in Agra.,328.39,500 gram,1
PROD00167,MSE01210,Gujarat,Ahmedabad,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Ahmedabad Enterprise 1210 in Ahmedabad.,508.2,1 piece,0
PROD00168,MSE01730,Maharashtra,Nagpur,Agriculture,Seeds,Compost,Compost by Nagpur Enterprise 1730 in Nagpur.,1041.18,1 kg,0
PROD00169,MSE01709,West Bengal,Siliguri,Food & Beverage,Packaged Foods,Papad,Papad by Siliguri Enterprise 1709 in Siliguri.,205.05,1 piece,1
PROD00170,MSE01604,Kerala,Thrissur,Fashion,Women's Apparel,Silk Stole,Silk Stole by Thrissur Enterprise 1604 in Thrissur.,2676.5,500 gram,1
PROD00171,MSE01002,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Nashik Enterprise 1002 in Nashik.,320.6,200 gram,1
PROD00172,MSE04357,Kerala,Thiruvananthapuram,Services,Digital Services,Digital Marketing,Digital Marketing by Thiruvananthapuram Enterprise 4357 in Thiruvananthapuram.,2534.05,200 gram,0
PROD00173,MSE04051,West Bengal,Howrah,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Howrah Enterprise 4051 in Howrah.,864.43,250 ml,1
PROD00174,MSE01266,Uttar Pradesh,Lucknow,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Lucknow Enterprise 1266 in Lucknow.,966.42,200 gram,1
PROD00175,MSE00571,West Bengal,Howrah,Services,Digital Services,Digital Marketing,Digital Marketing by Howrah Enterprise 571 in Howrah.,337.09,2 piece,0
PROD00176,MSE04050,West Bengal,Asansol,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Asansol Enterprise 4050 in Asansol.,269.77,1 kg,1
PROD00177,MSE04293,West Bengal,Kolkata,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Kolkata Enterprise 4293 in Kolkata.,1964.53,2 piece,1
PROD00178,MSE04400,Maharashtra,Nagpur,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Nagpur Enterprise 4400 in Nagpur.,923.87,250 ml,1
PROD00179,MSE04669,Rajasthan,Udaipur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Udaipur Enterprise 4669 in Udaipur.,387.59,2 piece,1
PROD00180,MSE00030,Madhya Pradesh,Indore,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Indore Enterprise 30 in Indore.,229.74,500 gram,0
PROD00181,MSE03912,West Bengal,Asansol,Electronics,Mobile & Accessories,Earphones,Earphones by Asansol Enterprise 3912 in Asansol.,2203.58,1 kg,0
PROD00182,MSE01234,Tamil Nadu,Salem,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Salem Enterprise 1234 in Salem.,3941.07,200 gram,1
PROD00183,MSE01615,Uttar Pradesh,Moradabad,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Moradabad Enterprise 1615 in Moradabad.,4204.69,250 ml,1
PROD00184,MSE04347,Rajasthan,Jodhpur,Services,Digital Services,Catalog Design,Catalog Design by Jodhpur Enterprise 4347 in Jodhpur.,5960.05,1 kg,0
PROD00185,MSE04627,Maharashtra,Mumbai,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Mumbai Enterprise 4627 in Mumbai.,2143.59,1 kg,1
PROD00186,MSE00376,West Bengal,Howrah,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Howrah Enterprise 376 in Howrah.,308.19,200 gram,1
PROD00187,MSE04609,West Bengal,Asansol,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Asansol Enterprise 4609 in Asansol.,771.83,1 piece,0
PROD00188,MSE01689,Tamil Nadu,Madurai,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Madurai Enterprise 1689 in Madurai.,2595.83,2 piece,1
PROD00189,MSE04005,Haryana,Panipat,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Panipat Enterprise 4005 in Panipat.,1245.24,500 gram,0
PROD00190,MSE02661,Karnataka,Belagavi,Fashion,Women's Apparel,Silk Stole,Silk Stole by Belagavi Enterprise 2661 in Belagavi.,1702.66,200 gram,1
PROD00191,MSE01164,Rajasthan,Bikaner,Beauty & Personal Care,Skincare,Essential Oil,Essential Oil by Bikaner Enterprise 1164 in Bikaner.,1273.5,250 ml,0
PROD00192,MSE01735,Maharashtra,Aurangabad,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Aurangabad Enterprise 1735 in Aurangabad.,115.8,1 kg,1
PROD00193,MSE04682,Kerala,Kottayam,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Kottayam Enterprise 4682 in Kottayam.,854.44,1 kg,0
PROD00194,MSE02407,Gujarat,Rajkot,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Rajkot Enterprise 2407 in Rajkot.,253.2,200 gram,1
PROD00195,MSE00932,Maharashtra,Aurangabad,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Aurangabad Enterprise 932 in Aurangabad.,200.07,1 piece,1
PROD00196,MSE03044,Kerala,Ernakulam,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Ernakulam Enterprise 3044 in Ernakulam.,170.91,250 ml,1
PROD00197,MSE02925,Tamil Nadu,Coimbatore,Services,Digital Services,IT Support,IT Support by Coimbatore Enterprise 2925 in Coimbatore.,2661.11,250 ml,0
PROD00198,MSE01096,Maharashtra,Mumbai,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Mumbai Enterprise 1096 in Mumbai.,2458.06,1 piece,1
PROD00199,MSE03087,Gujarat,Bhavnagar,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Bhavnagar Enterprise 3087 in Bhavnagar.,2667.4,2 piece,1
PROD00200,MSE01421,West Bengal,Asansol,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Asansol Enterprise 1421 in Asansol.,2151.48,2 piece,1
PROD00201,MSE00299,Madhya Pradesh,Indore,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Indore Enterprise 299 in Indore.,406.69,200 gram,0
PROD00202,MSE00368,Haryana,Faridabad,Fashion,Women's Apparel,Silk Stole,Silk Stole by Faridabad Enterprise 368 in Faridabad.,1973.02,250 ml,1
PROD00203,MSE02842,Karnataka,Mysuru,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Mysuru Enterprise 2842 in Mysuru.,1928.44,500 gram,0
PROD00204,MSE02882,Haryana,Hisar,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Hisar Enterprise 2882 in Hisar.,570.14,2 piece,1
PROD00205,MSE02517,Karnataka,Bengaluru Urban,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Bengaluru Urban Enterprise 2517 in Bengaluru Urban.,207.39,250 ml,1
PROD00206,MSE01243,Tamil Nadu,Chennai,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Chennai Enterprise 1243 in Chennai.,1091.96,250 ml,1
PROD00207,MSE02129,Madhya Pradesh,Jabalpur,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Jabalpur Enterprise 2129 in Jabalpur.,3917.55,2 piece,1
PROD00208,MSE03035,Gujarat,Bhavnagar,Fashion,Women's Apparel,Silk Stole,Silk Stole by Bhavnagar Enterprise 3035 in Bhavnagar.,1646.1,1 piece,1
PROD00209,MSE00878,West Bengal,Siliguri,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Siliguri Enterprise 878 in Siliguri.,446.98,200 gram,0
PROD00210,MSE04810,Rajasthan,Bikaner,Fashion,Women's Apparel,Silk Stole,Silk Stole by Bikaner Enterprise 4810 in Bikaner.,1204.99,2 piece,1
PROD00211,MSE04523,Uttar Pradesh,Varanasi,Services,Digital Services,Catalog Design,Catalog Design by Varanasi Enterprise 4523 in Varanasi.,2172.81,250 ml,0
PROD00212,MSE01191,Karnataka,Mangaluru,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Mangaluru Enterprise 1191 in Mangaluru.,278.27,1 piece,1
PROD00213,MSE03197,Tamil Nadu,Salem,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Salem Enterprise 3197 in Salem.,437.78,500 gram,0
PROD00214,MSE03480,Tamil Nadu,Tiruppur,Food & Beverage,Packaged Foods,Papad,Papad by Tiruppur Enterprise 3480 in Tiruppur.,365.72,250 ml,1
PROD00215,MSE00002,Gujarat,Bhavnagar,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Bhavnagar Enterprise 2 in Bhavnagar.,270.68,200 gram,1
PROD00216,MSE03349,Kerala,Ernakulam,Services,Digital Services,Web Development,Web Development by Ernakulam Enterprise 3349 in Ernakulam.,2479.27,250 ml,0
PROD00217,MSE02967,Maharashtra,Nashik,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Nashik Enterprise 2967 in Nashik.,1024.16,500 gram,1
PROD00218,MSE02133,Rajasthan,Jodhpur,Electronics,Mobile & Accessories,LED Bulb,LED Bulb by Jodhpur Enterprise 2133 in Jodhpur.,2689.11,500 gram,0
PROD00219,MSE04475,Madhya Pradesh,Jabalpur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Jabalpur Enterprise 4475 in Jabalpur.,154.04,250 ml,1
PROD00220,MSE03351,Gujarat,Rajkot,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Rajkot Enterprise 3351 in Rajkot.,2064.97,200 gram,0
PROD00221,MSE02163,Uttar Pradesh,Moradabad,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Moradabad Enterprise 2163 in Moradabad.,249.59,2 piece,1
PROD00222,MSE03106,Maharashtra,Nashik,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Nashik Enterprise 3106 in Nashik.,349.02,1 kg,1
PROD00223,MSE01063,Karnataka,Mysuru,Food & Beverage,Packaged Foods,Papad,Papad by Mysuru Enterprise 1063 in Mysuru.,319.4,200 gram,1
PROD00224,MSE03372,Kerala,Thrissur,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Thrissur Enterprise 3372 in Thrissur.,1010.52,2 piece,1
PROD00225,MSE02633,Uttar Pradesh,Varanasi,Fashion,Women's Apparel,Silk Stole,Silk Stole by Varanasi Enterprise 2633 in Varanasi.,2354.52,1 kg,1
PROD00226,MSE03952,Rajasthan,Jodhpur,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Jodhpur Enterprise 3952 in Jodhpur.,2893.95,1 piece,0
PROD00227,MSE01858,Karnataka,Hubballi,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Hubballi Enterprise 1858 in Hubballi.,2173.01,1 piece,1
PROD00228,MSE00666,Rajasthan,Jodhpur,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Jodhpur Enterprise 666 in Jodhpur.,707.86,1 piece,1
PROD00229,MSE00650,Gujarat,Vadodara,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Vadodara Enterprise 650 in Vadodara.,961.0,1 piece,0
PROD00230,MSE02647,West Bengal,Howrah,Services,Digital Services,Web Development,Web Development by Howrah Enterprise 2647 in Howrah.,3630.01,1 kg,0
PROD00231,MSE00015,Tamil Nadu,Coimbatore,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Coimbatore Enterprise 15 in Coimbatore.,3308.36,1 kg,0
PROD00232,MSE00553,Karnataka,Bengaluru Urban,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Bengaluru Urban Enterprise 553 in Bengaluru Urban.,347.51,250 ml,1
PROD00233,MSE03286,Uttar Pradesh,Lucknow,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Lucknow Enterprise 3286 in Lucknow.,1104.91,1 piece,0
PROD00234,MSE00879,Gujarat,Surat,Services,Digital Services,Digital Marketing,Digital Marketing by Surat Enterprise 879 in Surat.,2409.95,1 piece,0
PROD00235,MSE03477,Karnataka,Mysuru,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Mysuru Enterprise 3477 in Mysuru.,910.1,1 kg,1
PROD00236,MSE03076,Rajasthan,Kota,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Kota Enterprise 3076 in Kota.,1629.78,500 gram,1
PROD00237,MSE02358,Karnataka,Belagavi,Electronics,Mobile & Accessories,Earphones,Earphones by Belagavi Enterprise 2358 in Belagavi.,3718.35,500 gram,0
PROD00238,MSE00772,West Bengal,Kolkata,Food & Beverage,Packaged Foods,Papad,Papad by Kolkata Enterprise 772 in Kolkata.,250.19,1 kg,1
PROD00239,MSE02383,Gujarat,Bhavnagar,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Bhavnagar Enterprise 2383 in Bhavnagar.,137.44,200 gram,1
PROD00240,MSE00591,Haryana,Gurugram,Electronics,Mobile & Accessories,Power Adapter,Power Adapter by Gurugram Enterprise 591 in Gurugram.,4284.87,2 piece,0
PROD00241,MSE01481,Gujarat,Rajkot,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Rajkot Enterprise 1481 in Rajkot.,108.41,2 piece,1
PROD00242,MSE04283,Karnataka,Belagavi,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Belagavi Enterprise 4283 in Belagavi.,2541.76,1 kg,1
PROD00243,MSE03603,Rajasthan,Jaipur,Handicrafts & Handloom,Crafts,Terracotta Pot,Terracotta Pot by Jaipur Enterprise 3603 in Jaipur.,1606.26,1 kg,1
PROD00244,MSE04131,Madhya Pradesh,Jabalpur,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Jabalpur Enterprise 4131 in Jabalpur.,1346.34,2 piece,0
PROD00245,MSE04540,Rajasthan,Jaipur,Food & Beverage,Packaged Foods,Papad,Papad by Jaipur Enterprise 4540 in Jaipur.,338.77,250 ml,1
PROD00246,MSE04079,Maharashtra,Pune,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Pune Enterprise 4079 in Pune.,991.74,1 kg,0
PROD00247,MSE02594,Karnataka,Mysuru,Agriculture,Seeds,Compost,Compost by Mysuru Enterprise 2594 in Mysuru.,179.82,500 gram,0
PROD00248,MSE02846,Karnataka,Hubballi,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Hubballi Enterprise 2846 in Hubballi.,2226.42,2 piece,1
PROD00249,MSE03768,Karnataka,Mysuru,Food & Beverage,Packaged Foods,Papad,Papad by Mysuru Enterprise 3768 in Mysuru.,286.64,1 piece,1
PROD00250,MSE03473,Haryana,Hisar,Handicrafts & Handloom,Crafts,Wooden Craft,Wooden Craft by Hisar Enterprise 3473 in Hisar.,1682.28,250 ml,1
PROD00251,MSE03347,Gujarat,Ahmedabad,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Ahmedabad Enterprise 3347 in Ahmedabad.,311.77,200 gram,1
PROD00252,MSE00276,Karnataka,Hubballi,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Hubballi Enterprise 276 in Hubballi.,357.64,1 piece,1
PROD00253,MSE00568,Maharashtra,Nagpur,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Nagpur Enterprise 568 in Nagpur.,379.18,500 gram,1
PROD00254,MSE02400,West Bengal,Kolkata,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Kolkata Enterprise 2400 in Kolkata.,381.16,500 gram,1
PROD00255,MSE01253,West Bengal,Howrah,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Howrah Enterprise 1253 in Howrah.,533.82,500 gram,1
PROD00256,MSE01621,Karnataka,Mangaluru,Fashion,Women's Apparel,Kurta Fabric,Kurta Fabric by Mangaluru Enterprise 1621 in Mangaluru.,1556.59,1 piece,1
PROD00257,MSE01839,Haryana,Gurugram,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Gurugram Enterprise 1839 in Gurugram.,998.23,2 piece,1
PROD00258,MSE01992,Gujarat,Rajkot,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Rajkot Enterprise 1992 in Rajkot.,204.38,2 piece,1
PROD00259,MSE04129,Haryana,Faridabad,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Faridabad Enterprise 4129 in Faridabad.,2054.65,200 gram,0
PROD00260,MSE01568,Haryana,Panipat,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Panipat Enterprise 1568 in Panipat.,246.88,200 gram,0
PROD00261,MSE04300,Rajasthan,Jodhpur,Services,Digital Services,Digital Marketing,Digital Marketing by Jodhpur Enterprise 4300 in Jodhpur.,3006.7,1 kg,0
PROD00262,MSE04137,Karnataka,Belagavi,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Belagavi Enterprise 4137 in Belagavi.,340.73,2 piece,1
PROD00263,MSE04275,West Bengal,Asansol,Fashion,Women's Apparel,Silk Stole,Silk Stole by Asansol Enterprise 4275 in Asansol.,993.22,1 piece,1
PROD00264,MSE01378,Tamil Nadu,Salem,Food & Beverage,Packaged Foods,Papad,Papad by Salem Enterprise 1378 in Salem.,175.93,2 piece,1
PROD00265,MSE02262,Kerala,Ernakulam,Beauty & Personal Care,Skincare,Natural Soap,Natural Soap by Ernakulam Enterprise 2262 in Ernakulam.,271.34,250 ml,0
PROD00266,MSE00306,West Bengal,Howrah,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Howrah Enterprise 306 in Howrah.,234.33,500 gram,0
PROD00267,MSE01872,Tamil Nadu,Salem,Agriculture,Seeds,Vegetable Seeds,Vegetable Seeds by Salem Enterprise 1872 in Salem.,542.0,200 gram,0
PROD00268,MSE02210,Maharashtra,Nagpur,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Nagpur Enterprise 2210 in Nagpur.,1695.95,500 gram,0
PROD00269,MSE02506,Haryana,Hisar,Home & Kitchen,Home Decor,Decorative Shelf,Decorative Shelf by Hisar Enterprise 2506 in Hisar.,643.17,250 ml,0
PROD00270,MSE03791,Gujarat,Surat,Fashion,Women's Apparel,Handloom Dupatta,Handloom Dupatta by Surat Enterprise 3791 in Surat.,2375.17,1 piece,1
PROD00271,MSE03959,Rajasthan,Kota,Services,Digital Services,Digital Marketing,Digital Marketing by Kota Enterprise 3959 in Kota.,3885.7,200 gram,0
PROD00272,MSE00389,Madhya Pradesh,Bhopal,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Bhopal Enterprise 389 in Bhopal.,308.22,200 gram,1
PROD00273,MSE04817,Maharashtra,Nashik,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Nashik Enterprise 4817 in Nashik.,860.88,1 piece,1
PROD00274,MSE04956,Uttar Pradesh,Moradabad,Food & Beverage,Packaged Foods,Papad,Papad by Moradabad Enterprise 4956 in Moradabad.,91.39,1 kg,1
PROD00275,MSE02331,Gujarat,Rajkot,Fashion,Women's Apparel,Silk Stole,Silk Stole by Rajkot Enterprise 2331 in Rajkot.,3109.97,2 piece,1
PROD00276,MSE00270,Madhya Pradesh,Indore,Food & Beverage,Packaged Foods,Ready-to-Eat Snacks,Ready-to-Eat Snacks by Indore Enterprise 270 in Indore.,87.47,250 ml,1
PROD00277,MSE04878,Haryana,Gurugram,Agriculture,Seeds,Compost,Compost by Gurugram Enterprise 4878 in Gurugram.,610.36,1 piece,0
PROD00278,MSE04735,Uttar Pradesh,Agra,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Agra Enterprise 4735 in Agra.,2604.49,250 ml,0
PROD00279,MSE03281,Haryana,Ambala,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Ambala Enterprise 3281 in Ambala.,317.67,1 kg,1
PROD00280,MSE04422,Karnataka,Hubballi,Beauty & Personal Care,Skincare,Herbal Face Pack,Herbal Face Pack by Hubballi Enterprise 4422 in Hubballi.,1242.15,1 piece,0
PROD00281,MSE04630,Maharashtra,Nagpur,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Nagpur Enterprise 4630 in Nagpur.,203.46,200 gram,1
PROD00282,MSE01448,West Bengal,Siliguri,Agriculture,Seeds,Herbal Saplings,Herbal Saplings by Siliguri Enterprise 1448 in Siliguri.,64.65,250 ml,0
PROD00283,MSE01177,Rajasthan,Jodhpur,Food & Beverage,Packaged Foods,Masala Mix,Masala Mix by Jodhpur Enterprise 1177 in Jodhpur.,161.43,2 piece,1
PROD00284,MSE04925,Gujarat,Surat,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Surat Enterprise 4925 in Surat.,152.18,200 gram,1
PROD00285,MSE02289,Haryana,Ambala,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Ambala Enterprise 2289 in Ambala.,2995.5,2 piece,1
PROD00286,MSE02740,Madhya Pradesh,Bhopal,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Bhopal Enterprise 2740 in Bhopal.,918.48,1 kg,0
PROD00287,MSE04892,Karnataka,Bengaluru Urban,Home & Kitchen,Home Decor,Kitchen Organizer,Kitchen Organizer by Bengaluru Urban Enterprise 4892 in Bengaluru Urban.,785.74,2 piece,0
PROD00288,MSE02122,Haryana,Gurugram,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Gurugram Enterprise 2122 in Gurugram.,3916.91,200 gram,1
PROD00289,MSE00095,Gujarat,Rajkot,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Rajkot Enterprise 95 in Rajkot.,1713.22,1 piece,0
PROD00290,MSE00254,Tamil Nadu,Chennai,Home & Kitchen,Home Decor,Storage Rack,Storage Rack by Chennai Enterprise 254 in Chennai.,3461.76,1 kg,0
PROD00291,MSE00631,Gujarat,Bhavnagar,Fashion,Women's Apparel,Cotton Saree,Cotton Saree by Bhavnagar Enterprise 631 in Bhavnagar.,1546.8,250 ml,1
PROD00292,MSE04301,Haryana,Panipat,Home & Kitchen,Home Decor,Wooden Chair,Wooden Chair by Panipat Enterprise 4301 in Panipat.,2769.28,2 piece,0
PROD00293,MSE03075,Madhya Pradesh,Gwalior,Food & Beverage,Packaged Foods,Mango Pickle,Mango Pickle by Gwalior Enterprise 3075 in Gwalior.,220.77,2 piece,1
PROD00294,MSE01618,Karnataka,Bengaluru Urban,Services,Digital Services,Digital Marketing,Digital Marketing by Bengaluru Urban Enterprise 1618 in Bengaluru Urban.,4927.25,500 gram,0
PROD00295,MSE03717,Rajasthan,Udaipur,Agriculture,Seeds,Compost,Compost by Udaipur Enterprise 3717 in Udaipur.,1105.67,1 kg,0
PROD00296,MSE00582,Gujarat,Rajkot,Handicrafts & Handloom,Crafts,Brass Lamp,Brass Lamp by Rajkot Enterprise 582 in Rajkot.,4090.79,500 gram,1
PROD00297,MSE00567,Karnataka,Mysuru,Electronics,Mobile & Accessories,Mobile Charger,Mobile Charger by Mysuru Enterprise 567 in Mysuru.,1677.5,2 piece,0
PROD00298,MSE01710,Tamil Nadu,Coimbatore,Handicrafts & Handloom,Crafts,Papier-mâché Decor,Papier-mâché Decor by Coimbatore Enterprise 1710 in Coimbatore.,295.54,2 piece,1
