mse_id,udyam_number,enterprise_name,owner_name,owner_gender,is_women_owned,enterprise_type,major_activity,state,district,tier,social_category,nic_2digit,nic_5digit,nic_description,sector,category_l1,language_preference,turnover_lakh,investment_lakh,products_services,registration_month,registered,catalog_created,snp_matched,live,first_order
MSE00096,UDYAM-NL-02-0000096,Dimapur Enterprise 96,Owner 96,Female,1,Small,Manufacturing,Nagaland,Dimapur,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,861.23,59.03,Silk Stole,2,1,1,1,1,0
MSE00097,UDYAM-DL-01-0000097,New Delhi Enterprise 97,Owner 97,Male,0,Micro,Manufacturing,Delhi,New Delhi,1,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,18.17,20.29,Organic Fertilizer|Herbal Saplings,4,1,1,1,1,0
MSE00098,UDYAM-GJ-01-0000098,Ahmedabad Enterprise 98,Owner 98,Male,0,Micro,Manufacturing,Gujarat,Ahmedabad,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,gu,85.47,37.04,Papad|Ready-to-Eat Snacks,6,1,1,1,1,0
MSE00099,UDYAM-HR-01-0000099,Gurugram Enterprise 99,Owner 99,Male,0,Micro,Manufacturing,Haryana,Gurugram,1,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,28.59,22.39,Ready-to-Eat Snacks|Papad|Mango Pickle,1,1,0,0,0,0
MSE00100,UDYAM-MH-01-0000100,Mumbai Enterprise 100,Owner 100,Female,1,Small,Manufacturing,Maharashtra,Mumbai,1,General,01,01300,Crop and animal production,agriculture,Agriculture,mr,508.12,321.68,Herbal Saplings|Vegetable Seeds|Compost,4,1,1,1,1,1
MSE00101,UDYAM-JK-01-0000101,Srinagar Enterprise 101,Owner 101,Male,0,Small,Manufacturing,Jammu & Kashmir,Srinagar,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ur,160.45,270.99,Silk Stole,6,1,1,1,1,1
MSE00102,UDYAM-WB-01-0000102,Kolkata Enterprise 102,Owner 102,Female,1,Small,Manufacturing,West Bengal,Kolkata,1,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,bn,299.26,339.13,Wooden Craft|Brass Lamp|Terracotta Pot,6,1,1,0,0,0
MSE00103,UDYAM-JK-01-0000103,Srinagar Enterprise 103,Owner 103,Female,1,Small,Manufacturing,Jammu & Kashmir,Srinagar,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,373.48,279.91,Kitchen Organizer|Storage Rack|Decorative Shelf,1,1,0,0,0,0
MSE00104,UDYAM-TN-01-0000104,Chennai Enterprise 104,Owner 104,Other,0,Small,Services,Tamil Nadu,Chennai,1,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,504.88,178.16,IT Support|Digital Marketing|Web Development,3,1,0,0,0,0
MSE00105,UDYAM-WB-02-0000105,Howrah Enterprise 105,Owner 105,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,bn,78.88,16.21,Silk Stole,3,1,1,1,1,1
MSE00106,UDYAM-GJ-01-0000106,Ahmedabad Enterprise 106,Owner 106,Female,1,Small,Manufacturing,Gujarat,Ahmedabad,1,Minority,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,gu,396.07,250.56,Wooden Craft|Terracotta Pot|Brass Lamp,6,1,1,1,1,0
MSE00107,UDYAM-GJ-02-0000107,Surat Enterprise 107,Owner 107,Female,1,Micro,Manufacturing,Gujarat,Surat,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,9.26,18.39,Silk Stole|Kurta Fabric|Handloom Dupatta,4,1,0,0,0,0
MSE00108,UDYAM-AP-02-0000108,Vijayawada Enterprise 108,Owner 108,Male,0,Micro,Manufacturing,Andhra Pradesh,Vijayawada,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,60.48,41.73,Cotton Saree|Handloom Dupatta,5,1,1,0,0,0
MSE00109,UDYAM-GJ-01-0000109,Ahmedabad Enterprise 109,Owner 109,Male,0,Micro,Services,Gujarat,Ahmedabad,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,34.1,41.78,Catalog Design,3,1,1,1,1,1
MSE00110,UDYAM-RJ-01-0000110,Jaipur Enterprise 110,Owner 110,Other,0,Micro,Services,Rajasthan,Jaipur,1,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,66.8,26.68,Catalog Design,3,1,1,1,1,0
MSE00111,UDYAM-DL-01-0000111,New Delhi Enterprise 111,Owner 111,Male,0,Small,Services,Delhi,New Delhi,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,869.46,273.41,Web Development,3,1,1,1,0,0
MSE00112,UDYAM-AP-03-0000112,Tirupati Enterprise 112,Owner 112,Male,0,Small,Manufacturing,Andhra Pradesh,Tirupati,3,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,695.25,296.06,Wooden Craft,4,1,1,1,1,1
MSE00113,UDYAM-TN-03-0000113,Madurai Enterprise 113,Owner 113,Other,0,Micro,Manufacturing,Tamil Nadu,Madurai,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,ta,47.44,28.41,Decorative Shelf,6,1,1,1,1,0
MSE00114,UDYAM-OD-02-0000114,Cuttack Enterprise 114,Owner 114,Male,0,Micro,Manufacturing,Odisha,Cuttack,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,or,91.81,23.25,Papad,6,1,1,1,1,0
MSE00115,UDYAM-HP-02-0000115,Kangra Enterprise 115,Owner 115,Male,0,Micro,Manufacturing,Himachal Pradesh,Kangra,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,14.7,19.98,Mango Pickle,6,1,1,0,0,0
MSE00116,UDYAM-UP-02-0000116,Kanpur Nagar Enterprise 116,Owner 116,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,30.28,15.97,Wooden Chair|Storage Rack|Decorative Shelf,5,1,1,0,0,0
MSE00117,UDYAM-TN-01-0000117,Chennai Enterprise 117,Owner 117,Female,1,Micro,Manufacturing,Tamil Nadu,Chennai,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,21.02,27.41,Papad|Ready-to-Eat Snacks|Masala Mix,4,1,1,1,1,1
MSE00118,UDYAM-MH-01-0000118,Mumbai Enterprise 118,Owner 118,Male,0,Micro,Manufacturing,Maharashtra,Mumbai,1,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,87.12,29.38,Storage Rack,5,1,1,1,0,0
MSE00119,UDYAM-JK-03-0000119,Anantnag Enterprise 119,Owner 119,Male,0,Micro,Manufacturing,Jammu & Kashmir,Anantnag,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,49.22,44.4,Masala Mix,2,1,0,0,0,0
MSE00120,UDYAM-OD-01-0000120,Khordha Enterprise 120,Owner 120,Other,0,Micro,Manufacturing,Odisha,Khordha,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,or,34.7,13.89,Ready-to-Eat Snacks|Papad,1,1,0,0,0,0
MSE00121,UDYAM-OD-02-0000121,Cuttack Enterprise 121,Owner 121,Female,1,Micro,Manufacturing,Odisha,Cuttack,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,33.98,46.68,Terracotta Pot,2,1,0,0,0,0
MSE00122,UDYAM-KA-01-0000122,Bengaluru Urban Enterprise 122,Owner 122,Male,0,Micro,Manufacturing,Karnataka,Bengaluru Urban,1,General,26,26101,Manufacture of electronic components,electronics,Electronics,kn,64.91,45.11,Earphones,2,1,1,0,0,0
MSE00123,UDYAM-UP-01-0000123,Lucknow Enterprise 123,Owner 123,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,51.41,25.96,Masala Mix,2,1,1,1,0,0
MSE00124,UDYAM-HP-01-0000124,Shimla Enterprise 124,Owner 124,Other,0,Small,Manufacturing,Himachal Pradesh,Shimla,2,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,529.96,182.97,Kitchen Organizer,3,1,1,1,1,0
MSE00125,UDYAM-HR-02-0000125,Faridabad Enterprise 125,Owner 125,Female,1,Micro,Manufacturing,Haryana,Faridabad,2,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,48.52,33.38,Compost|Organic Fertilizer|Vegetable Seeds,6,1,1,1,1,0
MSE00126,UDYAM-PB-02-0000126,Amritsar Enterprise 126,Owner 126,Male,0,Micro,Manufacturing,Punjab,Amritsar,3,Minority,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,29.14,12.38,Kitchen Organizer,6,1,1,0,0,0
MSE00127,UDYAM-BR-02-0000127,Gaya Enterprise 127,Owner 127,Female,1,Micro,Manufacturing,Bihar,Gaya,3,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,23.02,43.5,Papier-mache Decor|Terracotta Pot|Wooden Craft,2,1,0,0,0,0
MSE00128,UDYAM-MP-01-0000128,Indore Enterprise 128,Owner 128,Male,0,Micro,Manufacturing,Madhya Pradesh,Indore,1,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,32.89,39.77,Wooden Craft,1,1,1,1,1,0
MSE00129,UDYAM-RJ-01-0000129,Jaipur Enterprise 129,Owner 129,Female,1,Small,Manufacturing,Rajasthan,Jaipur,1,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,880.76,279.51,Terracotta Pot|Brass Lamp|Wooden Craft,4,1,0,0,0,0
MSE00130,UDYAM-GA-03-0000130,Mormugao Enterprise 130,Owner 130,Other,0,Micro,Manufacturing,Goa,Mormugao,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,14.89,10.09,Storage Rack,4,1,1,1,1,1
MSE00131,UDYAM-MH-02-0000131,Pune Enterprise 131,Owner 131,Other,0,Small,Manufacturing,Maharashtra,Pune,1,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,180.77,64.34,Compost,6,1,1,1,1,0
MSE00132,UDYAM-RJ-02-0000132,Jodhpur Enterprise 132,Owner 132,Male,0,Micro,Manufacturing,Rajasthan,Jodhpur,2,ST,01,01300,Crop and animal production,agriculture,Agriculture,hi,68.81,14.89,Herbal Saplings|Compost|Organic Fertilizer,5,1,1,1,1,0
MSE00133,UDYAM-KL-03-0000133,Thiruvananthapuram Enterprise 133,Owner 133,Other,0,Micro,Manufacturing,Kerala,Thiruvananthapuram,3,General,01,01300,Crop and animal production,agriculture,Agriculture,en,67.12,43.88,Organic Fertilizer|Herbal Saplings,3,1,1,1,1,1
MSE00134,UDYAM-KL-03-0000134,Thiruvananthapuram Enterprise 134,Owner 134,Male,0,Micro,Manufacturing,Kerala,Thiruvananthapuram,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,8.69,19.98,Papier-mache Decor|Wooden Craft|Terracotta Pot,5,1,1,1,1,0
MSE00135,UDYAM-KA-03-0000135,Belagavi Enterprise 135,Owner 135,Female,1,Small,Manufacturing,Karnataka,Belagavi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,137.78,147.18,Mango Pickle|Ready-to-Eat Snacks|Masala Mix,6,1,1,1,1,1
MSE00136,UDYAM-RJ-01-0000136,Jaipur Enterprise 136,Owner 136,Other,0,Micro,Services,Rajasthan,Jaipur,1,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,25.47,12.07,Web Development|IT Support,6,1,1,1,1,1
MSE00137,UDYAM-AP-03-0000137,Tirupati Enterprise 137,Owner 137,Female,1,Micro,Manufacturing,Andhra Pradesh,Tirupati,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,te,92.07,20.39,Ready-to-Eat Snacks|Masala Mix,3,1,1,1,1,1
MSE00138,UDYAM-WB-01-0000138,Kolkata Enterprise 138,Owner 138,Female,1,Micro,Manufacturing,West Bengal,Kolkata,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,52.52,45.59,Papad,5,1,1,1,1,1
MSE00139,UDYAM-MH-01-0000139,Mumbai Enterprise 139,Owner 139,Male,0,Micro,Manufacturing,Maharashtra,Mumbai,1,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,84.19,24.66,Mobile Charger|Power Adapter,1,1,1,1,0,0
MSE00140,UDYAM-WB-01-0000140,Kolkata Enterprise 140,Owner 140,Female,1,Micro,Manufacturing,West Bengal,Kolkata,1,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,46.31,25.51,Wooden Chair,1,1,1,1,1,0
MSE00141,UDYAM-AP-02-0000141,Vijayawada Enterprise 141,Owner 141,Male,0,Small,Manufacturing,Andhra Pradesh,Vijayawada,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,te,725.38,102.56,Kitchen Organizer,6,1,1,1,1,0
MSE00142,UDYAM-WB-01-0000142,Kolkata Enterprise 142,Owner 142,Male,0,Small,Manufacturing,West Bengal,Kolkata,1,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,bn,469.16,164.02,Cotton Saree|Silk Stole,6,1,0,0,0,0
MSE00143,UDYAM-BR-01-0000143,Patna Enterprise 143,Owner 143,Female,1,Small,Manufacturing,Bihar,Patna,1,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,454.3,305.36,Mango Pickle|Papad|Masala Mix,2,1,1,1,1,0
MSE00144,UDYAM-MH-01-0000144,Mumbai Enterprise 144,Owner 144,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,76.41,25.84,Wooden Chair|Storage Rack,6,1,0,0,0,0
MSE00145,UDYAM-AS-02-0000145,Dibrugarh Enterprise 145,Owner 145,Female,1,Micro,Manufacturing,Assam,Dibrugarh,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,as,31.16,22.94,Ready-to-Eat Snacks|Mango Pickle|Papad,1,1,0,0,0,0
MSE00146,UDYAM-MH-03-0000146,Nagpur Enterprise 146,Owner 146,Male,0,Micro,Manufacturing,Maharashtra,Nagpur,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,42.41,8.97,Papad|Ready-to-Eat Snacks|Masala Mix,1,1,0,0,0,0
MSE00147,UDYAM-GJ-03-0000147,Rajkot Enterprise 147,Owner 147,Male,0,Small,Manufacturing,Gujarat,Rajkot,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,gu,734.43,97.85,Storage Rack,5,1,1,1,1,1
MSE00148,UDYAM-AS-01-0000148,Kamrup Metro Enterprise 148,Owner 148,Other,0,Micro,Manufacturing,Assam,Kamrup Metro,3,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,41.24,42.34,Mango Pickle|Masala Mix,1,1,0,0,0,0
MSE00149,UDYAM-GJ-03-0000149,Rajkot Enterprise 149,Owner 149,Male,0,Micro,Manufacturing,Gujarat,Rajkot,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,48.24,26.65,Terracotta Pot|Papier-mache Decor|Brass Lamp,4,1,0,0,0,0
MSE00150,UDYAM-GJ-01-0000150,Ahmedabad Enterprise 150,Owner 150,Female,1,Micro,Manufacturing,Gujarat,Ahmedabad,1,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,41.42,18.77,Handloom Dupatta,4,1,0,0,0,0
MSE00151,UDYAM-AS-03-0000151,Silchar Enterprise 151,Owner 151,Other,0,Micro,Manufacturing,Assam,Silchar,3,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,as,42.44,3.51,Terracotta Pot,5,1,1,1,0,0
MSE00152,UDYAM-MH-02-0000152,Pune Enterprise 152,Owner 152,Female,1,Small,Manufacturing,Maharashtra,Pune,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,mr,945.6,174.48,Cotton Saree|Silk Stole|Kurta Fabric,5,1,1,1,1,0
MSE00153,UDYAM-AR-03-0000153,Pasighat Enterprise 153,Owner 153,Male,0,Micro,Manufacturing,Arunachal Pradesh,Pasighat,3,General,26,26101,Manufacture of electronic components,electronics,Electronics,hi,19.0,15.6,Power Adapter|Earphones|Mobile Charger,6,1,1,1,1,1
MSE00154,UDYAM-UP-03-0000154,Varanasi Enterprise 154,Owner 154,Female,1,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,24.85,42.54,Papier-mache Decor|Terracotta Pot,1,1,1,1,0,0
MSE00155,UDYAM-OD-02-0000155,Cuttack Enterprise 155,Owner 155,Female,1,Micro,Manufacturing,Odisha,Cuttack,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,or,27.7,30.97,Papier-mache Decor,5,1,1,1,1,0
MSE00156,UDYAM-KL-03-0000156,Thiruvananthapuram Enterprise 156,Owner 156,Female,1,Micro,Manufacturing,Kerala,Thiruvananthapuram,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ml,30.07,6.98,Ready-to-Eat Snacks|Masala Mix|Mango Pickle,3,1,1,1,1,1
MSE00157,UDYAM-TS-01-0000157,Hyderabad Enterprise 157,Owner 157,Male,0,Micro,Manufacturing,Telangana,Hyderabad,1,Minority,26,26101,Manufacture of electronic components,electronics,Electronics,en,8.16,46.98,LED Bulb|Power Adapter,5,1,1,1,0,0
MSE00158,UDYAM-KA-03-0000158,Belagavi Enterprise 158,Owner 158,Male,0,Small,Manufacturing,Karnataka,Belagavi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,115.49,213.9,Masala Mix|Mango Pickle|Ready-to-Eat Snacks,4,1,1,0,0,0
MSE00159,UDYAM-JK-02-0000159,Jammu Enterprise 159,Owner 159,Female,1,Small,Manufacturing,Jammu & Kashmir,Jammu,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,200.17,273.17,Wooden Chair|Decorative Shelf|Storage Rack,5,1,1,0,0,0
MSE00160,UDYAM-UP-03-0000160,Varanasi Enterprise 160,Owner 160,Other,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,42.42,15.3,Ready-to-Eat Snacks|Mango Pickle|Papad,1,1,1,1,1,0
MSE00161,UDYAM-MH-03-0000161,Nagpur Enterprise 161,Owner 161,Male,0,Micro,Manufacturing,Maharashtra,Nagpur,2,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,mr,45.45,40.39,Kitchen Organizer|Storage Rack|Wooden Chair,6,1,1,1,1,0
MSE00162,UDYAM-UP-03-0000162,Varanasi Enterprise 162,Owner 162,Other,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,42.89,14.69,Kurta Fabric|Handloom Dupatta,4,1,0,0,0,0
MSE00163,UDYAM-TN-03-0000163,Madurai Enterprise 163,Owner 163,Female,1,Micro,Manufacturing,Tamil Nadu,Madurai,2,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,ta,71.01,32.44,Wooden Chair|Decorative Shelf,6,1,1,1,1,0
MSE00164,UDYAM-MN-01-0000164,Imphal West Enterprise 164,Owner 164,Male,0,Small,Manufacturing,Manipur,Imphal West,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,293.63,113.03,Terracotta Pot|Papier-mache Decor|Brass Lamp,3,1,1,0,0,0
MSE00165,UDYAM-TS-03-0000165,Nizamabad Enterprise 165,Owner 165,Female,1,Micro,Services,Telangana,Nizamabad,3,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,8.88,36.81,Digital Marketing|IT Support|Catalog Design,2,1,1,1,1,0
MSE00166,UDYAM-WB-02-0000166,Howrah Enterprise 166,Owner 166,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,10.32,21.19,Organic Fertilizer,2,1,1,0,0,0
MSE00167,UDYAM-PB-01-0000167,Ludhiana Enterprise 167,Owner 167,Male,0,Micro,Manufacturing,Punjab,Ludhiana,2,SC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,41.82,29.26,Power Adapter|Earphones,4,1,1,1,1,0
MSE00168,UDYAM-MH-02-0000168,Pune Enterprise 168,Owner 168,Other,0,Micro,Manufacturing,Maharashtra,Pune,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,78.12,3.56,Brass Lamp|Papier-mache Decor|Wooden Craft,4,1,1,0,0,0
MSE00169,UDYAM-CT-02-0000169,Bilaspur Enterprise 169,Owner 169,Male,0,Micro,Manufacturing,Chhattisgarh,Bilaspur,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,10.26,28.16,Masala Mix|Mango Pickle|Papad,1,1,1,1,0,0
MSE00170,UDYAM-KA-01-0000170,Bengaluru Urban Enterprise 170,Owner 170,Male,0,Micro,Manufacturing,Karnataka,Bengaluru Urban,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,kn,9.47,6.02,Handloom Dupatta,4,1,0,0,0,0
MSE00171,UDYAM-MP-02-0000171,Bhopal Enterprise 171,Owner 171,Male,0,Micro,Manufacturing,Madhya Pradesh,Bhopal,2,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,52.93,4.35,Organic Fertilizer|Compost|Herbal Saplings,4,1,1,0,0,0
MSE00172,UDYAM-AP-01-0000172,Visakhapatnam Enterprise 172,Owner 172,Female,1,Micro,Services,Andhra Pradesh,Visakhapatnam,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,te,75.53,14.57,Catalog Design|Web Development,4,1,0,0,0,0
MSE00173,UDYAM-NL-02-0000173,Dimapur Enterprise 173,Owner 173,Other,0,Micro,Manufacturing,Nagaland,Dimapur,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,45.57,23.83,Storage Rack|Wooden Chair,3,1,1,1,1,1
MSE00174,UDYAM-MH-02-0000174,Pune Enterprise 174,Owner 174,Female,1,Micro,Services,Maharashtra,Pune,1,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,63.88,29.79,Catalog Design,4,1,1,1,1,0
MSE00175,UDYAM-WB-01-0000175,Kolkata Enterprise 175,Owner 175,Male,0,Micro,Manufacturing,West Bengal,Kolkata,1,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,71.45,34.45,Mango Pickle|Ready-to-Eat Snacks|Masala Mix,3,1,1,0,0,0
MSE00176,UDYAM-CT-01-0000176,Raipur Enterprise 176,Owner 176,Female,1,Micro,Manufacturing,Chhattisgarh,Raipur,2,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,53.78,46.26,Herbal Saplings,1,1,1,0,0,0
MSE00177,UDYAM-CT-02-0000177,Bilaspur Enterprise 177,Owner 177,Female,1,Small,Manufacturing,Chhattisgarh,Bilaspur,3,General,26,26101,Manufacture of electronic components,electronics,Electronics,hi,211.8,282.24,Power Adapter|LED Bulb|Mobile Charger,3,1,1,1,1,0
MSE00178,UDYAM-AP-01-0000178,Visakhapatnam Enterprise 178,Owner 178,Male,0,Micro,Manufacturing,Andhra Pradesh,Visakhapatnam,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,te,16.48,34.08,Silk Stole|Handloom Dupatta,1,1,1,1,1,0
MSE00179,UDYAM-MN-03-0000179,Churachandpur Enterprise 179,Owner 179,Female,1,Micro,Manufacturing,Manipur,Churachandpur,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,14.76,19.24,Masala Mix|Papad,3,1,0,0,0,0
MSE00180,UDYAM-MH-02-0000180,Pune Enterprise 180,Owner 180,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,80.98,26.53,Cotton Saree|Kurta Fabric,6,1,1,1,1,1
MSE00181,UDYAM-MH-02-0000181,Pune Enterprise 181,Owner 181,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,en,92.56,7.13,Kitchen Organizer|Wooden Chair|Storage Rack,4,1,0,0,0,0
MSE00182,UDYAM-WB-01-0000182,Kolkata Enterprise 182,Owner 182,Female,1,Small,Manufacturing,West Bengal,Kolkata,1,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,125.61,270.64,Terracotta Pot|Papier-mache Decor,1,1,1,1,0,0
MSE00183,UDYAM-UP-01-0000183,Lucknow Enterprise 183,Owner 183,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,14.12,7.28,Wooden Craft|Terracotta Pot|Brass Lamp,6,1,1,0,0,0
MSE00184,UDYAM-KL-02-0000184,Kozhikode Enterprise 184,Owner 184,Male,0,Micro,Manufacturing,Kerala,Kozhikode,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,ml,16.87,18.32,Kitchen Organizer|Storage Rack|Decorative Shelf,1,1,1,0,0,0
MSE00185,UDYAM-PY-01-0000185,Puducherry Enterprise 185,Owner 185,Female,1,Micro,Manufacturing,Puducherry,Puducherry,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,ta,33.29,41.42,Storage Rack|Wooden Chair|Kitchen Organizer,6,1,1,1,1,1
